BaseTemp,MaskThreshold,SSP,Year,Region,ExposedPopulation,weighted_cdd,warming_level,RegionalPop
cdd_18p3,mask_50,pop_SSP1,2040,1,39505796.0,258.5084890239383,1.693643,41337404.0
cdd_18p3,mask_50,pop_SSP1,2040,2,365603330.0,957.8989449107795,1.693643,367037060.0
cdd_18p3,mask_50,pop_SSP1,2040,3,120391140.0,1184.4434187899565,1.693643,138872290.0
cdd_18p3,mask_50,pop_SSP1,2040,4,104956100.0,1626.8990495108237,1.693643,105208740.0
cdd_18p3,mask_50,pop_SSP1,2040,5,223861490.0,2178.4212278219284,1.693643,224225860.0
cdd_18p3,mask_50,pop_SSP1,2040,6,192231710.0,1253.815518879835,1.693643,242465470.0
cdd_18p3,mask_50,pop_SSP1,2040,7,258728100.0,1554.501774964426,1.693643,258731170.0
cdd_18p3,mask_50,pop_SSP1,2040,8,848873860.0,3115.601751674499,1.693643,848988800.0
cdd_18p3,mask_50,pop_SSP1,2040,9,484018270.0,1819.8296328263855,1.693643,504946800.0
cdd_18p3,mask_50,pop_SSP1,2040,10,67584720.0,893.3615103286159,1.693643,67584720.0
cdd_18p3,mask_50,pop_SSP1,2040,11,383349250.0,266.4350663007431,1.693643,431206400.0
cdd_18p3,mask_50,pop_SSP1,2040,12,111304960.0,344.40814465726305,1.693643,111707960.0
cdd_18p3,mask_50,pop_SSP1,2040,13,94727340.0,672.5166128505679,1.693643,94843990.0
cdd_18p3,mask_50,pop_SSP1,2040,14,48400084.0,398.06262966639946,1.693643,48440990.0
cdd_18p3,mask_50,pop_SSP1,2040,15,90948216.0,957.1684979199122,1.693643,92945240.0
cdd_18p3,mask_50,pop_SSP1,2040,16,154154670.0,374.0730658076767,1.693643,156855440.0
cdd_18p3,mask_50,pop_SSP1,2040,17,341798820.0,1874.2017360440839,1.693643,342136600.0
cdd_18p3,mask_50,pop_SSP1,2040,18,1559885400.0,2903.4402725320842,1.693643,1563959600.0
cdd_18p3,mask_50,pop_SSP1,2040,19,76079064.0,630.0734978589335,1.693643,76428100.0
cdd_18p3,mask_50,pop_SSP1,2040,20,1399632100.0,1135.4159263454742,1.693643,1414905100.0
cdd_18p3,mask_50,pop_SSP1,2040,21,443253820.0,2859.783027594782,1.693643,445849020.0
cdd_18p3,mask_50,pop_SSP1,2040,22,311212100.0,2578.974224402152,1.693643,312030500.0
cdd_18p3,mask_50,pop_SSP1,2040,23,113280030.0,791.6325455884988,1.693643,113431120.0
cdd_18p3,mask_50,pop_SSP1,2040,24,37170504.0,607.405220126244,1.693643,38909136.0
cdd_18p3,mask_50,pop_SSP1,2040,25,598365800.0,2450.084124758127,1.693643,606828100.0
cdd_18p3,mask_50,pop_SSP1,2040,26,279975040.0,1792.0081708577093,1.693643,281171600.0
cdd_18p3,mask_50,pop_SSP1,2050,1,41768350.0,294.0706002225668,1.980731,42730160.0
cdd_18p3,mask_50,pop_SSP1,2050,2,377716830.0,1014.9657130673824,1.980731,379067230.0
cdd_18p3,mask_50,pop_SSP1,2050,3,123911176.0,1248.4501021820015,1.980731,141275540.0
cdd_18p3,mask_50,pop_SSP1,2050,4,106474130.0,1696.747089556009,1.980731,106730440.0
cdd_18p3,mask_50,pop_SSP1,2050,5,221647170.0,2274.210675901001,1.980731,222007940.0
cdd_18p3,mask_50,pop_SSP1,2050,6,196035740.0,1313.7249264007335,1.980731,245458220.0
cdd_18p3,mask_50,pop_SSP1,2050,7,276051260.0,1625.1888030700961,1.980731,276054530.0
cdd_18p3,mask_50,pop_SSP1,2050,8,981647940.0,3212.206709713402,1.980731,981780860.0
cdd_18p3,mask_50,pop_SSP1,2050,9,546067300.0,1911.7740862230821,1.980731,567637300.0
cdd_18p3,mask_50,pop_SSP1,2050,10,69499650.0,968.1850550165505,1.980731,69499650.0
cdd_18p3,mask_50,pop_SSP1,2050,11,399087740.0,294.44184146446906,1.980731,436203360.0
cdd_18p3,mask_50,pop_SSP1,2050,12,106735510.0,383.2403942313741,1.980731,107122160.0
cdd_18p3,mask_50,pop_SSP1,2050,13,96877710.0,722.2950232772545,1.980731,96936720.0
cdd_18p3,mask_50,pop_SSP1,2050,14,46647932.0,438.62276189122326,1.980731,46647932.0
cdd_18p3,mask_50,pop_SSP1,2050,15,96415290.0,1015.8433686317347,1.980731,98202280.0
cdd_18p3,mask_50,pop_SSP1,2050,16,152977820.0,410.3835771802766,1.980731,155298020.0
cdd_18p3,mask_50,pop_SSP1,2050,17,365334800.0,1958.0241494338027,1.980731,365695940.0
cdd_18p3,mask_50,pop_SSP1,2050,18,1569357300.0,2997.2143530159615,1.980731,1573453300.0
cdd_18p3,mask_50,pop_SSP1,2050,19,73179530.0,672.8893109590899,1.980731,73376910.0
cdd_18p3,mask_50,pop_SSP1,2050,20,1338590800.0,1194.505859019213,1.980731,1352791300.0
cdd_18p3,mask_50,pop_SSP1,2050,21,447674000.0,2944.1197784442193,1.980731,450295300.0
cdd_18p3,mask_50,pop_SSP1,2050,22,313463700.0,2647.7173224240255,1.980731,314288030.0
cdd_18p3,mask_50,pop_SSP1,2050,23,107301490.0,833.1384801913014,1.980731,107435820.0
cdd_18p3,mask_50,pop_SSP1,2050,24,39754290.0,644.015990017217,1.980731,40958290.0
cdd_18p3,mask_50,pop_SSP1,2050,25,641313300.0,2539.2692083088828,1.980731,647567100.0
cdd_18p3,mask_50,pop_SSP1,2050,26,320812580.0,1889.0072414624417,1.980731,322151000.0
cdd_18p3,mask_50,pop_SSP1,2060,1,43199028.0,333.9878198000651,2.268381,43724424.0
cdd_18p3,mask_50,pop_SSP1,2060,2,385549980.0,1077.1593569986053,2.268381,386854980.0
cdd_18p3,mask_50,pop_SSP1,2060,3,123270104.0,1328.0411095718453,2.268381,140542530.0
cdd_18p3,mask_50,pop_SSP1,2060,4,105341540.0,1775.7369003227757,2.268381,105595120.0
cdd_18p3,mask_50,pop_SSP1,2060,5,214815650.0,2380.032317479414,2.268381,215165280.0
cdd_18p3,mask_50,pop_SSP1,2060,6,197511090.0,1378.4262457425746,2.268381,243065360.0
cdd_18p3,mask_50,pop_SSP1,2060,7,285473000.0,1705.4708425358392,2.268381,285476380.0
cdd_18p3,mask_50,pop_SSP1,2060,8,1090648600.0,3323.291846967526,2.268381,1090710100.0
cdd_18p3,mask_50,pop_SSP1,2060,9,595846700.0,2013.876947277,2.268381,614193150.0
cdd_18p3,mask_50,pop_SSP1,2060,10,69521660.0,1044.6144870661842,2.268381,69521660.0
cdd_18p3,mask_50,pop_SSP1,2060,11,402970080.0,324.5679599387131,2.268381,437019330.0
cdd_18p3,mask_50,pop_SSP1,2060,12,102306910.0,428.9034780186867,2.268381,102368690.0
cdd_18p3,mask_50,pop_SSP1,2060,13,96691990.0,782.436191875285,2.268381,96692240.0
cdd_18p3,mask_50,pop_SSP1,2060,14,44486428.0,490.9258342128305,2.268381,44486428.0
cdd_18p3,mask_50,pop_SSP1,2060,15,98563610.0,1082.4065069003693,2.268381,100182490.0
cdd_18p3,mask_50,pop_SSP1,2060,16,150852540.0,455.4041536217947,2.268381,152653250.0
cdd_18p3,mask_50,pop_SSP1,2060,17,378872700.0,2050.3815068486892,2.268381,379247300.0
cdd_18p3,mask_50,pop_SSP1,2060,18,1541960200.0,3109.4077451698704,2.268381,1545084400.0
cdd_18p3,mask_50,pop_SSP1,2060,19,68524136.0,719.6198582086049,2.268381,68708940.0
cdd_18p3,mask_50,pop_SSP1,2060,20,1245579000.0,1259.423816783191,2.268381,1258049700.0
cdd_18p3,mask_50,pop_SSP1,2060,21,441429700.0,3036.95719253654,2.268381,444014660.0
cdd_18p3,mask_50,pop_SSP1,2060,22,308284100.0,2723.793872489056,2.268381,309094800.0
cdd_18p3,mask_50,pop_SSP1,2060,23,101667576.0,879.9808048769817,2.268381,101781510.0
cdd_18p3,mask_50,pop_SSP1,2060,24,41507850.0,688.0781207425299,2.268381,42555550.0
cdd_18p3,mask_50,pop_SSP1,2060,25,665824960.0,2642.528316032549,2.268381,671092740.0
cdd_18p3,mask_50,pop_SSP1,2060,26,352851970.0,1994.7927379729335,2.268381,354106900.0
cdd_18p3,mask_50,pop_SSP1,2070,1,43932188.0,374.18796534469556,2.554702,44364012.0
cdd_18p3,mask_50,pop_SSP1,2070,2,390864320.0,1138.9718140219704,2.554702,392172800.0
cdd_18p3,mask_50,pop_SSP1,2070,3,131461400.0,1408.7913568607732,2.554702,137426370.0
cdd_18p3,mask_50,pop_SSP1,2070,4,102305450.0,1854.3463409923904,2.554702,102546620.0
cdd_18p3,mask_50,pop_SSP1,2070,5,204026980.0,2485.5444580761327,2.554702,204359040.0
cdd_18p3,mask_50,pop_SSP1,2070,6,194134980.0,1443.6142195476723,2.554702,236221260.0
cdd_18p3,mask_50,pop_SSP1,2070,7,287184900.0,1785.6492265353963,2.554702,287188320.0
cdd_18p3,mask_50,pop_SSP1,2070,8,1171648000.0,3434.0280262514666,2.554702,1171714300.0
cdd_18p3,mask_50,pop_SSP1,2070,9,626907650.0,2115.11483814041,2.554702,642925440.0
cdd_18p3,mask_50,pop_SSP1,2070,10,67755464.0,1122.3870764045937,2.554702,67755464.0
cdd_18p3,mask_50,pop_SSP1,2070,11,406018370.0,355.16972989916644,2.554702,433117380.0
cdd_18p3,mask_50,pop_SSP1,2070,12,96875944.0,475.4072918546668,2.554702,96934740.0
cdd_18p3,mask_50,pop_SSP1,2070,13,94465840.0,843.1717077968257,2.554702,94466090.0
cdd_18p3,mask_50,pop_SSP1,2070,14,42106644.0,543.1594516219823,2.554702,42106644.0
cdd_18p3,mask_50,pop_SSP1,2070,15,98455970.0,1148.7364136479177,2.554702,99628890.0
cdd_18p3,mask_50,pop_SSP1,2070,16,147021660.0,499.66394835839,2.554702,148472910.0
cdd_18p3,mask_50,pop_SSP1,2070,17,381678240.0,2142.7247820955654,2.554702,382055680.0
cdd_18p3,mask_50,pop_SSP1,2070,18,1481813100.0,3220.9629587375157,2.554702,1484759600.0
cdd_18p3,mask_50,pop_SSP1,2070,19,62699076.0,765.6945987768187,2.554702,62868164.0
cdd_18p3,mask_50,pop_SSP1,2070,20,1136991500.0,1323.1384360327459,2.554702,1147859800.0
cdd_18p3,mask_50,pop_SSP1,2070,21,426393800.0,3128.6870831502783,2.554702,428890880.0
cdd_18p3,mask_50,pop_SSP1,2070,22,296577760.0,2799.288754885504,2.554702,297357660.0
cdd_18p3,mask_50,pop_SSP1,2070,23,95356136.0,926.8276389998156,2.554702,95463000.0
cdd_18p3,mask_50,pop_SSP1,2070,24,42800420.0,733.2535598481569,2.554702,43537636.0
cdd_18p3,mask_50,pop_SSP1,2070,25,672718200.0,2745.181550000652,2.554702,677983000.0
cdd_18p3,mask_50,pop_SSP1,2070,26,374533500.0,2100.42865701021,2.554702,375558880.0
cdd_18p3,mask_50,pop_SSP1,2080,1,44285744.0,415.7695424282354,2.845921,44620250.0
cdd_18p3,mask_50,pop_SSP1,2080,2,393914500.0,1199.8939997424982,2.845921,395203330.0
cdd_18p3,mask_50,pop_SSP1,2080,3,132714260.0,1492.7411435948204,2.845921,132715140.0
cdd_18p3,mask_50,pop_SSP1,2080,4,97869500.0,1931.4625853027032,2.845921,98098780.0
cdd_18p3,mask_50,pop_SSP1,2080,5,190463550.0,2590.6042903751522,2.845921,190773550.0
cdd_18p3,mask_50,pop_SSP1,2080,6,199555650.0,1511.8618396323936,2.845921,226005010.0
cdd_18p3,mask_50,pop_SSP1,2080,7,283654700.0,1865.4396822136616,2.845921,283658080.0
cdd_18p3,mask_50,pop_SSP1,2080,8,1224136200.0,3542.967578203882,2.845921,1224136200.0
cdd_18p3,mask_50,pop_SSP1,2080,9,644640260.0,2213.319946036242,2.845921,654119700.0
cdd_18p3,mask_50,pop_SSP1,2080,10,64471650.0,1208.346158160633,2.845921,64471650.0
cdd_18p3,mask_50,pop_SSP1,2080,11,402213630.0,388.3074753436685,2.845921,426984860.0
cdd_18p3,mask_50,pop_SSP1,2080,12,91119360.0,525.1569586681112,2.845921,91174940.0
cdd_18p3,mask_50,pop_SSP1,2080,13,90920860.0,905.5430883474844,2.845921,90921100.0
cdd_18p3,mask_50,pop_SSP1,2080,14,39598330.0,593.4384461476401,2.845921,39598330.0
cdd_18p3,mask_50,pop_SSP1,2080,15,96607740.0,1214.128539337107,2.845921,97576300.0
cdd_18p3,mask_50,pop_SSP1,2080,16,142255900.0,539.6414066874127,2.845921,143305800.0
cdd_18p3,mask_50,pop_SSP1,2080,17,375913150.0,2235.8484337704376,2.845921,376284930.0
cdd_18p3,mask_50,pop_SSP1,2080,18,1394297600.0,3328.2979683209883,2.845921,1396979000.0
cdd_18p3,mask_50,pop_SSP1,2080,19,57025340.0,809.4839669105992,2.845921,57179110.0
cdd_18p3,mask_50,pop_SSP1,2080,20,1030573100.0,1382.2942510442972,2.845921,1038973760.0
cdd_18p3,mask_50,pop_SSP1,2080,21,405191500.0,3216.498223522069,2.845921,407564600.0
cdd_18p3,mask_50,pop_SSP1,2080,22,280793100.0,2872.8681706797033,2.845921,281531460.0
cdd_18p3,mask_50,pop_SSP1,2080,23,87765530.0,973.8099296791903,2.845921,87863890.0
cdd_18p3,mask_50,pop_SSP1,2080,24,43202110.0,782.6018455483834,2.845921,43898824.0
cdd_18p3,mask_50,pop_SSP1,2080,25,665402900.0,2844.758259057025,2.845921,669882750.0
cdd_18p3,mask_50,pop_SSP1,2080,26,385977380.0,2206.6865424896814,2.845921,386785280.0
cdd_18p3,mask_50,pop_SSP1,2090,1,43530816.0,467.0434202938572,3.137292,43763460.0
cdd_18p3,mask_50,pop_SSP1,2090,2,391947140.0,1261.9409878046088,3.137292,392706430.0
cdd_18p3,mask_50,pop_SSP1,2090,3,126606000.0,1562.1367763710412,3.137292,126606850.0
cdd_18p3,mask_50,pop_SSP1,2090,4,92193940.0,1998.3028234135109,3.137292,92409900.0
cdd_18p3,mask_50,pop_SSP1,2090,5,175490240.0,2682.5839220568623,3.137292,175775840.0
cdd_18p3,mask_50,pop_SSP1,2090,6,189210200.0,1571.7701080481456,3.137292,212886300.0
cdd_18p3,mask_50,pop_SSP1,2090,7,276510560.0,1936.3277522243718,3.137292,276513900.0
cdd_18p3,mask_50,pop_SSP1,2090,8,1243985900.0,3631.5807881597243,3.137292,1243985900.0
cdd_18p3,mask_50,pop_SSP1,2090,9,641760400.0,2299.5532690097566,3.137292,648780400.0
cdd_18p3,mask_50,pop_SSP1,2090,10,60033336.0,1282.475079027884,3.137292,60033336.0
cdd_18p3,mask_50,pop_SSP1,2090,11,393520450.0,424.5447791964287,3.137292,413250300.0
cdd_18p3,mask_50,pop_SSP1,2090,12,85501380.0,578.5698779242218,3.137292,85553730.0
cdd_18p3,mask_50,pop_SSP1,2090,13,86464890.0,955.5131514479469,3.137292,86465120.0
cdd_18p3,mask_50,pop_SSP1,2090,14,37064172.0,649.1641598664379,3.137292,37064172.0
cdd_18p3,mask_50,pop_SSP1,2090,15,93554040.0,1278.9319288004338,3.137292,94346904.0
cdd_18p3,mask_50,pop_SSP1,2090,16,136812930.0,585.363252282964,3.137292,137513820.0
cdd_18p3,mask_50,pop_SSP1,2090,17,363947780.0,2318.6999230707534,3.137292,364307700.0
cdd_18p3,mask_50,pop_SSP1,2090,18,1285979600.0,3432.1169660597525,3.137292,1287154300.0
cdd_18p3,mask_50,pop_SSP1,2090,19,51639748.0,855.1710780292958,3.137292,51643520.0
cdd_18p3,mask_50,pop_SSP1,2090,20,923277800.0,1450.3271707767462,3.137292,929867260.0
cdd_18p3,mask_50,pop_SSP1,2090,21,379109200.0,3300.786004385968,3.137292,381329660.0
cdd_18p3,mask_50,pop_SSP1,2090,22,262458750.0,2938.1669864189853,3.137292,263148960.0
cdd_18p3,mask_50,pop_SSP1,2090,23,79935180.0,1020.8469186939402,3.137292,80022490.0
cdd_18p3,mask_50,pop_SSP1,2090,24,42506340.0,825.2588497067293,3.137292,43116236.0
cdd_18p3,mask_50,pop_SSP1,2090,25,645605100.0,2942.7864415234644,3.137292,648921200.0
cdd_18p3,mask_50,pop_SSP1,2090,26,386386780.0,2292.485904714181,3.137292,387177100.0
cdd_18p3,mask_50,pop_SSP1,2100,1,41160910.0,527.8174430418753,3.422318,41334500.0
cdd_18p3,mask_50,pop_SSP1,2100,2,381834880.0,1323.836754798021,3.422318,382343550.0
cdd_18p3,mask_50,pop_SSP1,2100,3,118473900.0,1613.9950870821115,3.422318,118474700.0
cdd_18p3,mask_50,pop_SSP1,2100,4,85404100.0,2052.361995107159,3.422318,85604180.0
cdd_18p3,mask_50,pop_SSP1,2100,5,159189730.0,2758.140493113648,3.422318,159448770.0
cdd_18p3,mask_50,pop_SSP1,2100,6,175919000.0,1621.1794686098533,3.422318,196914220.0
cdd_18p3,mask_50,pop_SSP1,2100,7,266229020.0,1995.85308269576,3.422318,266232200.0
cdd_18p3,mask_50,pop_SSP1,2100,8,1230346500.0,3695.8869679848567,3.422318,1230346500.0
cdd_18p3,mask_50,pop_SSP1,2100,9,624537700.0,2370.7094484426852,3.422318,629134000.0
cdd_18p3,mask_50,pop_SSP1,2100,10,55014532.0,1341.9529428156213,3.422318,55014532.0
cdd_18p3,mask_50,pop_SSP1,2100,11,377258980.0,463.37677650023056,3.422318,389888200.0
cdd_18p3,mask_50,pop_SSP1,2100,12,80111870.0,634.8127915240947,3.422318,80128870.0
cdd_18p3,mask_50,pop_SSP1,2100,13,81468990.0,990.7447307444464,3.422318,81469210.0
cdd_18p3,mask_50,pop_SSP1,2100,14,34660790.0,709.6271494409966,3.422318,34660790.0
cdd_18p3,mask_50,pop_SSP1,2100,15,89874910.0,1341.6403319110238,3.422318,90474380.0
cdd_18p3,mask_50,pop_SSP1,2100,16,131166120.0,636.3729143350796,3.422318,131682300.0
cdd_18p3,mask_50,pop_SSP1,2100,17,347037400.0,2388.4167266877753,3.422318,347380600.0
cdd_18p3,mask_50,pop_SSP1,2100,18,1163626000.0,3529.7536654477904,3.422318,1164688100.0
cdd_18p3,mask_50,pop_SSP1,2100,19,45885940.0,901.9216038175684,3.422318,45889290.0
cdd_18p3,mask_50,pop_SSP1,2100,20,825490000.0,1526.590264954868,3.422318,831249700.0
cdd_18p3,mask_50,pop_SSP1,2100,21,349473470.0,3379.3199265364815,3.422318,351520450.0
cdd_18p3,mask_50,pop_SSP1,2100,22,241789950.0,2992.9109521169976,3.422318,242425780.0
cdd_18p3,mask_50,pop_SSP1,2100,23,71897550.0,1066.892741717217,3.422318,71976080.0
cdd_18p3,mask_50,pop_SSP1,2100,24,40554720.0,859.6127513780025,3.422318,41043690.0
cdd_18p3,mask_50,pop_SSP1,2100,25,615777540.0,3036.922844781856,3.422318,618490500.0
cdd_18p3,mask_50,pop_SSP1,2100,26,377543360.0,2353.895935807865,3.422318,378042140.0
cdd_18p3,mask_50,pop_SSP2,2040,1,39408684.0,258.5195229454601,1.693643,41235690.0
cdd_18p3,mask_50,pop_SSP2,2040,2,365944740.0,958.5406143207512,1.693643,367379520.0
cdd_18p3,mask_50,pop_SSP2,2040,3,123554370.0,1184.771574637537,1.693643,142523300.0
cdd_18p3,mask_50,pop_SSP2,2040,4,108290320.0,1626.9683296283713,1.693643,108550970.0
cdd_18p3,mask_50,pop_SSP2,2040,5,227477220.0,2178.735698906791,1.693643,227847470.0
cdd_18p3,mask_50,pop_SSP2,2040,6,196697470.0,1254.184418742892,1.693643,248099980.0
cdd_18p3,mask_50,pop_SSP2,2040,7,267325980.0,1555.1033920846592,1.693643,267329170.0
cdd_18p3,mask_50,pop_SSP2,2040,8,912408800.0,3115.903828887777,1.693643,912532350.0
cdd_18p3,mask_50,pop_SSP2,2040,9,514484740.0,1819.485075300834,1.693643,536728770.0
cdd_18p3,mask_50,pop_SSP2,2040,10,67723840.0,894.0141234075305,1.693643,67723840.0
cdd_18p3,mask_50,pop_SSP2,2040,11,381951680.0,266.4293623561792,1.693643,429634530.0
cdd_18p3,mask_50,pop_SSP2,2040,12,110702340.0,344.3995361900569,1.693643,111103150.0
cdd_18p3,mask_50,pop_SSP2,2040,13,95361600.0,673.5257748050616,1.693643,95478960.0
cdd_18p3,mask_50,pop_SSP2,2040,14,48056596.0,398.0598050440644,1.693643,48097216.0
cdd_18p3,mask_50,pop_SSP2,2040,15,93790504.0,958.0085383537433,1.693643,95847944.0
cdd_18p3,mask_50,pop_SSP2,2040,16,153585310.0,374.23314745955673,1.693643,156275730.0
cdd_18p3,mask_50,pop_SSP2,2040,17,351711600.0,1875.1862816031826,1.693643,352059260.0
cdd_18p3,mask_50,pop_SSP2,2040,18,1600710900.0,2903.0384120293993,1.693643,1604890600.0
cdd_18p3,mask_50,pop_SSP2,2040,19,75661624.0,630.0456547191011,1.693643,76008750.0
cdd_18p3,mask_50,pop_SSP2,2040,20,1395027200.0,1135.3528395180922,1.693643,1410251500.0
cdd_18p3,mask_50,pop_SSP2,2040,21,454088320.0,2859.5774739796384,1.693643,456747040.0
cdd_18p3,mask_50,pop_SSP2,2040,22,317946340.0,2578.590055762145,1.693643,318782430.0
cdd_18p3,mask_50,pop_SSP2,2040,23,112248700.0,791.6146258593818,1.693643,112398424.0
cdd_18p3,mask_50,pop_SSP2,2040,24,37332524.0,607.4933491331182,1.693643,39078732.0
cdd_18p3,mask_50,pop_SSP2,2040,25,622130400.0,2449.677901239439,1.693643,630920060.0
cdd_18p3,mask_50,pop_SSP2,2040,26,296723740.0,1791.6169259793865,1.693643,297976000.0
cdd_18p3,mask_50,pop_SSP2,2050,1,41600324.0,294.08226971380327,1.980731,42558132.0
cdd_18p3,mask_50,pop_SSP2,2050,2,378796350.0,1015.6192012675851,1.980731,380150100.0
cdd_18p3,mask_50,pop_SSP2,2050,3,129614720.0,1248.8010606550592,1.980731,147781920.0
cdd_18p3,mask_50,pop_SSP2,2050,4,112321580.0,1696.8612603244233,1.980731,112591950.0
cdd_18p3,mask_50,pop_SSP2,2050,5,227657460.0,2274.5300804936874,1.980731,228028000.0
cdd_18p3,mask_50,pop_SSP2,2050,6,204071790.0,1314.097399535885,1.980731,255523500.0
cdd_18p3,mask_50,pop_SSP2,2050,7,292863870.0,1625.803324227978,1.980731,292867360.0
cdd_18p3,mask_50,pop_SSP2,2050,8,1111724700.0,3212.5076521330357,1.980731,1111875200.0
cdd_18p3,mask_50,pop_SSP2,2050,9,604474750.0,1911.4364114077441,1.980731,628347100.0
cdd_18p3,mask_50,pop_SSP2,2050,10,69606420.0,968.8740354710901,1.980731,69606420.0
cdd_18p3,mask_50,pop_SSP2,2050,11,396756350.0,294.43552011550287,1.980731,433655460.0
cdd_18p3,mask_50,pop_SSP2,2050,12,105754520.0,383.23080888468394,1.980731,106137620.0
cdd_18p3,mask_50,pop_SSP2,2050,13,97777550.0,723.3370418411819,1.980731,97837060.0
cdd_18p3,mask_50,pop_SSP2,2050,14,46139016.0,438.6196984139682,1.980731,46139016.0
cdd_18p3,mask_50,pop_SSP2,2050,15,102212110.0,1016.7172361404382,1.980731,104102540.0
cdd_18p3,mask_50,pop_SSP2,2050,16,152285420.0,410.5489572903345,1.980731,154594640.0
cdd_18p3,mask_50,pop_SSP2,2050,17,383634850.0,1959.0217841253655,1.980731,384014180.0
cdd_18p3,mask_50,pop_SSP2,2050,18,1639993700.0,2996.8145553424506,1.980731,1644272400.0
cdd_18p3,mask_50,pop_SSP2,2050,19,72149490.0,672.8598712829245,1.980731,72344100.0
cdd_18p3,mask_50,pop_SSP2,2050,20,1325268000.0,1194.442572743991,1.980731,1339330600.0
cdd_18p3,mask_50,pop_SSP2,2050,21,467017800.0,2943.890779184463,1.980731,469752540.0
cdd_18p3,mask_50,pop_SSP2,2050,22,325433950.0,2647.3359417721917,1.980731,326289730.0
cdd_18p3,mask_50,pop_SSP2,2050,23,105598024.0,833.1199621152864,1.980731,105730216.0
cdd_18p3,mask_50,pop_SSP2,2050,24,40087684.0,644.1063211455892,1.980731,41301784.0
cdd_18p3,mask_50,pop_SSP2,2050,25,687927300.0,2538.8764621899713,1.980731,694634560.0
cdd_18p3,mask_50,pop_SSP2,2050,26,353904900.0,1888.5579474567414,1.980731,355352580.0
cdd_18p3,mask_50,pop_SSP2,2060,1,43147476.0,334.000151905557,2.268381,43672144.0
cdd_18p3,mask_50,pop_SSP2,2060,2,389211940.0,1077.8266968667451,2.268381,390528700.0
cdd_18p3,mask_50,pop_SSP2,2060,3,131924000.0,1328.4176407823763,2.268381,150414260.0
cdd_18p3,mask_50,pop_SSP2,2060,4,113921500.0,1775.9122644775348,2.268381,114195710.0
cdd_18p3,mask_50,pop_SSP2,2060,5,223385620.0,2380.356191113587,2.268381,223749180.0
cdd_18p3,mask_50,pop_SSP2,2060,6,209780780.0,1378.8029604933308,2.268381,258169620.0
cdd_18p3,mask_50,pop_SSP2,2060,7,311798400.0,1706.1021502058736,2.268381,311802100.0
cdd_18p3,mask_50,pop_SSP2,2060,8,1305455500.0,3323.5923037055236,2.268381,1305529200.0
cdd_18p3,mask_50,pop_SSP2,2060,9,688712450.0,2013.540621833371,2.268381,709911600.0
cdd_18p3,mask_50,pop_SSP2,2060,10,69768220.0,1045.3416267428968,2.268381,69768220.0
cdd_18p3,mask_50,pop_SSP2,2060,11,401020220.0,324.5608289164906,2.268381,434905060.0
cdd_18p3,mask_50,pop_SSP2,2060,12,101309490.0,428.89270262633823,2.268381,101370700.0
cdd_18p3,mask_50,pop_SSP2,2060,13,97813870.0,783.5138147516419,2.268381,97814136.0
cdd_18p3,mask_50,pop_SSP2,2060,14,43993936.0,490.92246831878856,2.268381,43993936.0
cdd_18p3,mask_50,pop_SSP2,2060,15,107783970.0,1083.3198165106508,2.268381,109548380.0
cdd_18p3,mask_50,pop_SSP2,2060,16,150515980.0,455.5767530787592,2.268381,152312130.0
cdd_18p3,mask_50,pop_SSP2,2060,17,406214660.0,2051.391440417066,2.268381,406616400.0
cdd_18p3,mask_50,pop_SSP2,2060,18,1645477200.0,3109.0138247699565,2.268381,1648807700.0
cdd_18p3,mask_50,pop_SSP2,2060,19,66930504.0,719.58862149086,2.268381,67111020.0
cdd_18p3,mask_50,pop_SSP2,2060,20,1222640000.0,1259.3608834471686,2.268381,1234886400.0
cdd_18p3,mask_50,pop_SSP2,2060,21,470261000.0,3036.696327506796,2.268381,473015070.0
cdd_18p3,mask_50,pop_SSP2,2060,22,326448500.0,2723.413971873893,2.268381,327306980.0
cdd_18p3,mask_50,pop_SSP2,2060,23,99385630.0,879.9614820609047,2.268381,99497010.0
cdd_18p3,mask_50,pop_SSP2,2060,24,42150612.0,688.1706210437444,2.268381,43214544.0
cdd_18p3,mask_50,pop_SSP2,2060,25,740346700.0,2642.125400932022,2.268381,746201660.0
cdd_18p3,mask_50,pop_SSP2,2060,26,405944500.0,1994.2857092993224,2.268381,407346560.0
cdd_18p3,mask_50,pop_SSP2,2070,1,44199550.0,374.2010191655689,2.554702,44633880.0
cdd_18p3,mask_50,pop_SSP2,2070,2,398845820.0,1139.6535466796433,2.554702,400180160.0
cdd_18p3,mask_50,pop_SSP2,2070,3,144386610.0,1409.1922732962805,2.554702,150940340.0
cdd_18p3,mask_50,pop_SSP2,2070,4,113774820.0,1854.582989013878,2.554702,114043016.0
cdd_18p3,mask_50,pop_SSP2,2070,5,215537010.0,2485.8726118180393,2.554702,215887780.0
cdd_18p3,mask_50,pop_SSP2,2070,6,211031870.0,1443.9953851672449,2.554702,256786940.0
cdd_18p3,mask_50,pop_SSP2,2070,7,323478140.0,1786.2969842060847,2.554702,323482020.0
cdd_18p3,mask_50,pop_SSP2,2070,8,1482176800.0,3434.3279874063946,2.554702,1482260500.0
cdd_18p3,mask_50,pop_SSP2,2070,9,756358500.0,2114.778496589101,2.554702,775675140.0
cdd_18p3,mask_50,pop_SSP2,2070,10,68638130.0,1123.1532119777444,2.554702,68638130.0
